window_id,solution_id,judge,current_idle_s,keys_5s,keys_10s,keys_30s,text_keys_30s,keys_60s,text_keys_60s,backspace_30s,enter_30s,control_30s,clipboard_ops_30s,row_changes_30s,column_changes_30s,my_label,reason,key_summary,code_replay
1359598-w003,1359598,CE,37.132,0,0,0,0,13,8,0,0,0,0,0,0,1,前100条已完成复核，沿用AI最终标签,"Shiftx32 -> $ -> Shift -> |x2 -> a -> [ -> i -> =x2 -> ' -> Shift -> % -> Shiftx42 -> | -> Shift -> | -> Shiftx2 -> a -> [ -> i -> =x2 -> ' -> Shift -> { -> [ -> ] -> Shift -> |x2 -> a -> [ -> i -> =x2 -> ' -> ] -> Shiftx6 -> | -> Shiftx2 -> | -> a -> [ -> i -> =x2 -> 'x3 -> Shift -> "" -> 'x2 -> Shiftx7 -> |x2 -> a -> [ -> i -> =x2 -> / -> ' -> / -> Shiftx11 -> |x2 -> a -> [ -> i -> = -> ' -> \ -> Shift -> |x2 -> a -> [ -> i -> = -> ' -> Shift -> "" -> Shift -> |x2 -> a -> [ -> i -> = -> ' -> Shiftx3 -> ( -> | -> Shift -> | -> a -> [ -> i -> = -> ' -> = -> 0 -> ) -> Shift -> { -> Shift -> Enter -> s -> i -> g -> n -> Shift","#include<stdio.h>
#include<string.h>
{
    char a[41 ;
    while(scanf(""%s ,a !=EOF {

        int len=strlen(a ;
        int sign_1=0,sign_2=0,sign_3=0,sign_4=0,sign_5=0
        int count=0;gn_1=1;

c       count+=len;
        for(int i=0;i<len;i++ {             c
            if(a[i >'a &&a[i <'z   sign_3=1;
            v        A         Z        4
            if(a[i ==~ ||a[i = ='! ||a[i =='@ ||a[i =='# ||a[i =='$ ||a[i =='% ||a[i =='[]||a[i =='] ||a[i =='' ||a[i =='/ ||a[i ='\ ||a[i ='"" ||a[i ='( ||a[i ==')  {
                sign_5=1;


        for(int i=0;i<len-3;i++ {
"
1428909-w001,1428909,AC,30.163,0,0,0,0,64,55,0,0,0,0,0,0,1,前100条已完成复核，沿用AI最终标签,Control -> v -> Control -> Shiftx2 -> e -> c -> v -> t -> o -> r -> Shift -> < -> i -> n -> t -> Shift -> > ->   -> n -> u -> m -> s -> Shift -> ( -> b -> n -> ; -> Enterx2 -> f -> o -> t -> r -> Shift -> ( -> i -> n -> t ->   -> i -> 0 -> ; -> = -> i -> Shift -> < -> n -> ; -> Shift -> i -> +x2 ->   -> c -> i -> n -> Shift -> >x2 -> n -> u -> m -> [ -> s -> i -> ;,"






        vector<int> nums(n ;
        for(int i=0;i<n;i++  cin>>nums[i ;


























 v"
1428909-w003,1428909,AC,57.094,0,0,0,0,7,6,0,0,0,0,0,0,1,前100条已完成复核，沿用AI最终标签,Control -> v -> Control -> Shiftx2 -> e -> c -> v -> t -> o -> r -> Shift -> < -> i -> n -> t -> Shift -> > ->   -> n -> u -> m -> s -> Shift -> ( -> b -> n -> ; -> Enterx2 -> f -> o -> t -> r -> Shift -> ( -> i -> n -> t ->   -> i -> 0 -> ; -> = -> i -> Shift -> < -> n -> ; -> Shift -> i -> +x2 ->   -> c -> i -> n -> Shift -> >x2 -> n -> u -> m -> [ -> s -> i -> ; -> Enter -> Shift -> { -> Enter -> i -> n -> t ->   -> a -> ; -> Enter -> c -> i -> n -> Shift -> >x2 -> a -> ; -> Enter -> i -> f -> Shift -> ( -> a -> Shift -> % -> 2 -> =x2 -> 0 ->   -> n -> u -> m -> s -> [ -> i -> =,"






        vector<int> nums(n ;
        for(int i=0;i<n;i++  cin>>nums[i ;
        {
            int a;
            cin>>a;
            nums[i==(a+1u/2;i =a/2;






















 v"
1006107-w001,1006107,WA,53.968,0,0,0,0,9,6,0,0,0,0,0,0,1,前100条已完成复核，沿用AI最终标签,"Shift -> # -> i -> n -> c -> l -> u -> d -> e ->   -> Shift -> > -> Shift -> < -> s -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enter -> i -> n -> t ->   -> m -> a -> i -> n -> Shift -> ( -> Enter -> Shift -> { -> Enter -> r -> e -> t -> u -> r -> n ->   -> 0 -> ; -> Enter -> w -> h -> i -> l -> e -> Shift -> ( -> s -> c -> a -> n -> f -> Shift -> ( -> Shift -> "" -> Shift -> % -> d -> , -> Shift -> & -> n -> Shift -> ! -> = -> Shift -> O -> E -> F -> Shift -> Enter -> [ -> Enterx2 -> Shift -> { -> Enterx2 -> i -> n -> t ->   -> n -> ; -> f -> o -> r -> Shift -> ( -> i -> t ->   -> n","#include <stdio.h>
int main(
{
    int n;scanf(""%d ,&n !=EOF
    {

        for(int i=1;i<= ;i++
        {
            for(int j=1;j<i;j++
            {
"
1006107-w003,1006107,WA,39.033,0,0,0,0,6,4,0,0,0,0,0,0,1,前100条已完成复核，沿用AI最终标签,"Shift -> > -> Shift -> < -> s -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enter -> i -> n -> t ->   -> m -> a -> i -> n -> Shift -> ( -> Enter -> Shift -> { -> Enter -> r -> e -> t -> u -> r -> n ->   -> 0 -> ; -> Enter -> w -> h -> i -> l -> e -> Shift -> ( -> s -> c -> a -> n -> f -> Shift -> ( -> Shift -> "" -> Shift -> % -> d -> , -> Shift -> & -> n -> Shift -> ! -> = -> Shift -> O -> E -> F -> Shift -> Enter -> [ -> Enterx2 -> Shift -> { -> Enterx2 -> i -> n -> t ->   -> n -> ; -> f -> o -> r -> Shift -> ( -> i -> t ->   -> n -> i -> = -> 0 -> ; -> i -> Shiftx11 -> < -> n -> 1 -> =","#include <stdio.h>
int main(
{
    int n;scanf(""%d ,&n !=EOF
    int count=0;

        for(int i=1;i<= /2++
        {             =
            for(int j=n/2<n;j++
            {
                if
                  ((i+j %(*+=)0
                {
                    count++;



        printf(""%d\ncount ;"
1006107-w004,1006107,WA,4.223,2,2,3,2,3,2,0,0,0,0,1,1,1,前100条已完成复核，沿用AI最终标签,"h -> Shift -> > -> Enter -> i -> n -> t ->   -> m -> a -> i -> n -> Shift -> ( -> Enter -> Shift -> { -> Enter -> r -> e -> t -> u -> r -> n ->   -> 0 -> ; -> Enter -> w -> h -> i -> l -> e -> Shift -> ( -> s -> c -> a -> n -> f -> Shift -> ( -> Shift -> "" -> Shift -> % -> d -> , -> Shift -> & -> n -> Shift -> ! -> = -> Shift -> O -> E -> F -> Shift -> Enter -> [ -> Enterx2 -> Shift -> { -> Enterx2 -> i -> n -> t ->   -> n -> ; -> f -> o -> r -> Shift -> ( -> i -> t ->   -> n -> i -> = -> 0 -> ; -> i -> Shiftx11 -> < -> n -> 1 -> = -> ; -> i -> Shiftx2 -> +x2 -> Enter -> Shift -> Enter -> Shift -> Enter -> Shift","#include <stdio.h>
int main(
{
    int n;scanf(""%d ,&n !=EOF
    int count=0;

        for(int i=1;i<= /2++
        {             = /2
            for(int j=n/2<n;j++
            {        =n/2   =
                if
                  ((i+j %(**=)0
                {
                    count++;



        printf(""%d\ncount ;"
1120829-w001,1120829,MLE,184.957,0,0,0,0,0,0,0,0,0,0,0,0,0,长时间无文本输入，保守视为阅读/检查，不打扰,o -> r -> Shift -> ( -> f -> Shiftx2 -> # -> n -> i -> c -> l -> u -> d -> e -> Shift -> < -> > -> s -> t -> d -> i -> o -> . -> h -> Enter -> i -> n -> t ->   -> m -> a -> i -> n -> Shift -> ( -> Shift -> { -> Enterx4 -> r -> u -> t -> e -> n -> r ->   -> t -> u -> r -> n ->   -> ; -> 0 -> n -> t ->   -> ix2 -> n -> t ->   -> n -> u -> m -> [ -> 1x2 -> 0 -> ; -> Enter,"#include<stdio.h
int main( {
    int num[110 ;


    return 0;"
1120829-w004,1120829,MLE,26.601,0,0,4,4,8,8,0,0,0,0,0,0,0,没有明确卡住证据，保守不打扰,"u -> [ -> m -> 1x2 -> 0 -> i -> * -> y -> i -> n -> g -> =x2 -> 1 ->   -> o -> n -> c -> t -> n -> u -> i -> e -> ; -> Enter -> l -> s -> ex2 ->   -> Shift -> ( -> Shiftx3 -> { -> Enter -> n -> u -> m -> [ -> i -> * -> y -> i -> n -> g -> Control -> Insert -> =x2 -> 1 -> ; -> Enter -> f -> o -> r -> Shift -> ( -> i -> n ->   -> t -> a -> , -> b -> ; -> Enter -> w -> h -> i -> l -> e -> Shift -> ( -> s -> c -> a -> n -> f -> Shift -> ( -> Shift -> "" -> %x2 -> dx2 -> , -> Shift -> &x2 -> a -> , -> b -> Shiftx4 -> 1 -> = -> Shiftx2 -> ! -> = -> Shiftx4 -> E -> o -> Shift -> O -> F -> Shift","#include<stdio.h
int main( {
    int num[110 ={0}
 r  int ying[3 ={2,3,6 ;
            i=0;i<3;i++ {
    retufor(int j=1;j*ying[i  110;j++ {
            if(num[j*ying[i=1  continue;
            else{(
                num[j*ying[i=0;




    int a,b;
    while(scanf(""%d d ,&a, b !=EOF {
        int count=0;
        for(int i=a;i<=b;i++ {
            if(num[i ==0  count++
            elr
        printf(""%d\n ,count ;
"
1297782-w001,1297782,AC,2.912,2,2,21,19,23,20,0,1,0,0,1,19,-1,按键/代码证据过少或回放异常，跳过,Shift -> # -> i -> n -> c -> u -> l -> d -> e -> Shift -> s -> < -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enter -> i -> n,"#include<stdio.h>
in"
1136332-w001,1136332,AC,107.232,0,0,0,0,0,0,0,0,0,0,0,0,0,长时间无文本输入，保守视为阅读/检查，不打扰,"Shift -> # -> i -> n -> c -> l -> u -> e -> d -> Shift -> < -> s -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enterx2 -> i -> n -> t ->   -> m -> i -> n -> a -> Shift -> ( -> Shift -> Enter -> r -> { -> e -> u -> t -> r -> n ->   -> 0 -> ; -> Enter -> i -> n -> t ->   -> t -> ; -> s -> a -> c -> n -> f -> Shiftx10 -> Enter -> Shift -> s -> c -> a -> n -> Shift -> f -> ( -> Shift -> "" -> 5 -> Shift -> % -> d -> , -> Shift -> & -> t -> lx2 -> ; -> Enter -> w -> i -> h -> l -> e -> Shift -> ( -> t -> -x2 -> Shift -> { -> Enter","#include<stdio.h>

int main( {
    int t;scanf
    scanf(""%d ,&t ;
    while(t-- {
"
1136332-w002,1136332,AC,241.628,0,0,0,0,0,0,0,0,0,0,0,0,0,长时间无文本输入，保守视为阅读/检查，不打扰,"Shift -> # -> i -> n -> c -> l -> u -> e -> d -> Shift -> < -> s -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enterx2 -> i -> n -> t ->   -> m -> i -> n -> a -> Shift -> ( -> Shift -> Enter -> r -> { -> e -> u -> t -> r -> n ->   -> 0 -> ; -> Enter -> i -> n -> t ->   -> t -> ; -> s -> a -> c -> n -> f -> Shiftx10 -> Enter -> Shift -> s -> c -> a -> n -> Shift -> f -> ( -> Shift -> "" -> 5 -> Shift -> % -> d -> , -> Shift -> & -> t -> lx2 -> ; -> Enter -> w -> i -> h -> l -> e -> Shift -> ( -> t -> -x2 -> Shift -> { -> Enter","#include<stdio.h>

int main( {
    int t;scanf
    scanf(""%d ,&t ;
    while(t-- {
"
1136332-w003,1136332,AC,376.023,0,0,0,0,0,0,0,0,0,0,0,0,0,长时间无文本输入，保守视为阅读/检查，不打扰,"Shift -> # -> i -> n -> c -> l -> u -> e -> d -> Shift -> < -> s -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enterx2 -> i -> n -> t ->   -> m -> i -> n -> a -> Shift -> ( -> Shift -> Enter -> r -> { -> e -> u -> t -> r -> n ->   -> 0 -> ; -> Enter -> i -> n -> t ->   -> t -> ; -> s -> a -> c -> n -> f -> Shiftx10 -> Enter -> Shift -> s -> c -> a -> n -> Shift -> f -> ( -> Shift -> "" -> 5 -> Shift -> % -> d -> , -> Shift -> & -> t -> lx2 -> ; -> Enter -> w -> i -> h -> l -> e -> Shift -> ( -> t -> -x2 -> Shift -> { -> Enter","#include<stdio.h>

int main( {
    int t;scanf
    scanf(""%d ,&t ;
    while(t-- {
"
1136332-w004,1136332,AC,510.419,0,0,0,0,0,0,0,0,0,0,0,0,0,长时间无文本输入，保守视为阅读/检查，不打扰,"Shift -> # -> i -> n -> c -> l -> u -> e -> d -> Shift -> < -> s -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enterx2 -> i -> n -> t ->   -> m -> i -> n -> a -> Shift -> ( -> Shift -> Enter -> r -> { -> e -> u -> t -> r -> n ->   -> 0 -> ; -> Enter -> i -> n -> t ->   -> t -> ; -> s -> a -> c -> n -> f -> Shiftx10 -> Enter -> Shift -> s -> c -> a -> n -> Shift -> f -> ( -> Shift -> "" -> 5 -> Shift -> % -> d -> , -> Shift -> & -> t -> lx2 -> ; -> Enter -> w -> i -> h -> l -> e -> Shift -> ( -> t -> -x2 -> Shift -> { -> Enter","#include<stdio.h>

int main( {
    int t;scanf
    scanf(""%d ,&t ;
    while(t-- {
"
1136332-w005,1136332,AC,644.814,0,0,0,0,0,0,0,0,0,0,0,0,0,长时间无文本输入，保守视为阅读/检查，不打扰,"Shift -> # -> i -> n -> c -> l -> u -> e -> d -> Shift -> < -> s -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enterx2 -> i -> n -> t ->   -> m -> i -> n -> a -> Shift -> ( -> Shift -> Enter -> r -> { -> e -> u -> t -> r -> n ->   -> 0 -> ; -> Enter -> i -> n -> t ->   -> t -> ; -> s -> a -> c -> n -> f -> Shiftx10 -> Enter -> Shift -> s -> c -> a -> n -> Shift -> f -> ( -> Shift -> "" -> 5 -> Shift -> % -> d -> , -> Shift -> & -> t -> lx2 -> ; -> Enter -> w -> i -> h -> l -> e -> Shift -> ( -> t -> -x2 -> Shift -> { -> Enter","#include<stdio.h>

int main( {
    int t;scanf
    scanf(""%d ,&t ;
    while(t-- {
"
1299589-w003,1299589,AC,61.241,0,0,0,0,0,0,0,0,0,0,0,0,0,长时间无文本输入，保守视为阅读/检查，不打扰,"Shift -> # -> i -> n -> c -> l -> u -> d -> e -> Shift -> < -> t -> d -> s -> i -> . -> o -> h -> Shift -> > -> Enter -> n -> t ->   -> i -> m -> i -> n -> Shift -> a -> ( -> Shift -> { -> Enterx6 -> r -> e -> t -> u -> r ->   -> 0 -> n -> ; -> i -> n -> t ->   -> a -> , -> b -> , -> n -> ; -> Enter -> w -> h -> i -> l -> e -> Shift -> ( -> s -> c -> a -> n -> f -> Shift -> ( -> Shift -> "" -> Shift -> % -> d -> Shift -> ~ -> % -> Shift -> d -> , -> Shift -> % -> d -> , -> Shift -> & -> a -> , -> Shift -> & -> b -> , -> Shift -> & -> n -> Shift -> ! -> = -> CapsLock -> E -> O","#include<stdio.h>
int main( {
    int a,b,n;
    while(scanf(""%d~%d,%d ,&a,&b,&n !=EOF {
        if(a<0 {
            printf(""Yes

    return 0;"
1299589-w004,1299589,AC,43.414,0,0,0,0,3,3,0,0,0,0,0,0,0,代码已有较大进展且当前空闲，优先不打扰,"Shift -> # -> i -> n -> c -> l -> u -> d -> e -> Shift -> < -> t -> d -> s -> i -> . -> o -> h -> Shift -> > -> Enter -> n -> t ->   -> i -> m -> i -> n -> Shift -> a -> ( -> Shift -> { -> Enterx6 -> r -> e -> t -> u -> r ->   -> 0 -> n -> ; -> i -> n -> t ->   -> a -> , -> b -> , -> n -> ; -> Enter -> w -> h -> i -> l -> e -> Shift -> ( -> s -> c -> a -> n -> f -> Shift -> ( -> Shift -> "" -> Shift -> % -> d -> Shift -> ~ -> % -> Shift -> d -> , -> Shift -> % -> d -> , -> Shift -> & -> a -> , -> Shift -> & -> b -> , -> Shift -> & -> n -> Shift -> ! -> = -> CapsLock -> E -> O","#include<stdio.h>
int main( {
    int a,b,n;
    while(scanf(""%d~%d,%d ,&a,&b,&n !=EOF {
        if(a<0 {
            printf(""Yes\n  ;

    retuelse{
            int m=b-a"
1249728-w001,1249728,WA,21.088,0,0,1,1,3,2,0,0,0,0,0,0,-1,低活动可能是思考/阅读，证据不足,"Shift -> # -> Shift ->   -> Shift -> < -> s -> t -> d -> i -> o -> . -> h -> Shift -> Enterx2 -> > -> i -> n -> t ->   -> m -> i -> n -> a -> Shift -> ( -> Enter -> { -> Enter -> Shift -> s -> c -> a -> i -> n -> t ->   -> w -> h -> i -> l -> e -> Shift -> ( -> s ->   -> c -> a -> n -> f -> ( -> Shift -> "" -> Shiftx2 -> % -> d -> , -> & -> Shift -> n ->  x2 -> Shift -> ! -> = ->   -> CapsLock -> E -> O -> F -> Enter -> Shift -> CapsLock -> { -> Enterx2 -> r -> e -> t -> u -> r -> n ->   -> 0 -> ; -> Shift -> Enter -> Shift -> i -> n -> t -> n -> ; ->   -> Enter -> t -> n -> i -> n -> t -> a ->  ","#        <stdio.h>
int a
int main(
{
    int n; scanf(""%d, &n  != EOF
    {                ,


    return 0;

 s"
1249728-w002,1249728,WA,148.655,0,0,0,0,0,0,0,0,0,0,0,0,0,长时间无文本输入，保守视为阅读/检查，不打扰,"Shift -> # -> Shift ->   -> Shift -> < -> s -> t -> d -> i -> o -> . -> h -> Shift -> Enterx2 -> > -> i -> n -> t ->   -> m -> i -> n -> a -> Shift -> ( -> Enter -> { -> Enter -> Shift -> s -> c -> a -> i -> n -> t ->   -> w -> h -> i -> l -> e -> Shift -> ( -> s ->   -> c -> a -> n -> f -> ( -> Shift -> "" -> Shiftx2 -> % -> d -> , -> & -> Shift -> n ->  x2 -> Shift -> ! -> = ->   -> CapsLock -> E -> O -> F -> Enter -> Shift -> CapsLock -> { -> Enterx2 -> r -> e -> t -> u -> r -> n ->   -> 0 -> ; -> Shift -> Enter -> Shift -> i -> n -> t -> n -> ; ->   -> Enter -> t -> n -> i -> n -> t -> a ->  ","#        <stdio.h>
int a
int main(
{
    int n; scanf(""%d, &n  != EOF
    {                ,


    return 0;

 s"
1249728-w003,1249728,WA,276.222,0,0,0,0,0,0,0,0,0,0,0,0,0,长时间无文本输入，保守视为阅读/检查，不打扰,"Shift -> # -> Shift ->   -> Shift -> < -> s -> t -> d -> i -> o -> . -> h -> Shift -> Enterx2 -> > -> i -> n -> t ->   -> m -> i -> n -> a -> Shift -> ( -> Enter -> { -> Enter -> Shift -> s -> c -> a -> i -> n -> t ->   -> w -> h -> i -> l -> e -> Shift -> ( -> s ->   -> c -> a -> n -> f -> ( -> Shift -> "" -> Shiftx2 -> % -> d -> , -> & -> Shift -> n ->  x2 -> Shift -> ! -> = ->   -> CapsLock -> E -> O -> F -> Enter -> Shift -> CapsLock -> { -> Enterx2 -> r -> e -> t -> u -> r -> n ->   -> 0 -> ; -> Shift -> Enter -> Shift -> i -> n -> t -> n -> ; ->   -> Enter -> t -> n -> i -> n -> t -> a ->  ","#        <stdio.h>
int a
int main(
{
    int n; scanf(""%d, &n  != EOF
    {                ,


    return 0;

 s"
1249728-w004,1249728,WA,403.789,0,0,0,0,0,0,0,0,0,0,0,0,0,长时间无文本输入，保守视为阅读/检查，不打扰,"Shift -> # -> Shift ->   -> Shift -> < -> s -> t -> d -> i -> o -> . -> h -> Shift -> Enterx2 -> > -> i -> n -> t ->   -> m -> i -> n -> a -> Shift -> ( -> Enter -> { -> Enter -> Shift -> s -> c -> a -> i -> n -> t ->   -> w -> h -> i -> l -> e -> Shift -> ( -> s ->   -> c -> a -> n -> f -> ( -> Shift -> "" -> Shiftx2 -> % -> d -> , -> & -> Shift -> n ->  x2 -> Shift -> ! -> = ->   -> CapsLock -> E -> O -> F -> Enter -> Shift -> CapsLock -> { -> Enterx2 -> r -> e -> t -> u -> r -> n ->   -> 0 -> ; -> Shift -> Enter -> Shift -> i -> n -> t -> n -> ; ->   -> Enter -> t -> n -> i -> n -> t -> a ->  ","#        <stdio.h>
int a
int main(
{
    int n; scanf(""%d, &n  != EOF
    {                ,


    return 0;

 s"
1249728-w005,1249728,WA,531.356,0,0,0,0,0,0,0,0,0,0,0,0,0,长时间无文本输入，保守视为阅读/检查，不打扰,"Shift -> # -> Shift ->   -> Shift -> < -> s -> t -> d -> i -> o -> . -> h -> Shift -> Enterx2 -> > -> i -> n -> t ->   -> m -> i -> n -> a -> Shift -> ( -> Enter -> { -> Enter -> Shift -> s -> c -> a -> i -> n -> t ->   -> w -> h -> i -> l -> e -> Shift -> ( -> s ->   -> c -> a -> n -> f -> ( -> Shift -> "" -> Shiftx2 -> % -> d -> , -> & -> Shift -> n ->  x2 -> Shift -> ! -> = ->   -> CapsLock -> E -> O -> F -> Enter -> Shift -> CapsLock -> { -> Enterx2 -> r -> e -> t -> u -> r -> n ->   -> 0 -> ; -> Shift -> Enter -> Shift -> i -> n -> t -> n -> ; ->   -> Enter -> t -> n -> i -> n -> t -> a ->  ","#        <stdio.h>
int a
int main(
{
    int n; scanf(""%d, &n  != EOF
    {                ,


    return 0;

 s"
1132940-w005,1132940,AC,327.613,0,0,0,0,0,0,0,0,0,0,0,0,0,长时间无文本输入，保守视为阅读/检查，不打扰,"; -> Enterx3 -> v -> o -> i -> d ->   -> m -> a -> x -> Shiftx2 -> i -> n -> t -> ( ->   -> a -> , -> i -> n -> t ->   -> b -> Shift -> { -> Enter -> r -> e -> t ->   -> Shiftx7 -> ( -> a ->   -> Shift -> > ->   -> b ->   -> Shift -> ? ->   -> a ->   -> : -> Shift ->   -> b -> ; -> Enter -> i -> n -> t ->   -> m -> x -> a ->   -> Shift -> _ -> l -> e -> nx2 ->   -> = ->   -> m -> a -> x -> ( -> Shift -> l -> 1 -> ; -> , -> l -> Enter -> ; -> f -> o -> r -> Shift -> ( -> i -> n -> t ->   -> n ->   -> = ->   -> 0 -> i -> j -> ; ->   -> i ->   -> Shift -> <","#include <stdio.h
#include <string.h
    charbefore[1005 ;
void ma(int a,int b;{
    retle( (a > b%   a   b;   ,a      != EOF {

        int len_1 = strlen(b      ;
        int len_2 = strlen(af    ;





        int n = max(l   1,l     ;
        int str[1   0; i < n; i ++{

            s   tem    ]   [i  -  0 (  + (a    [i  - '0  (-   - 'a







"
1055705-w004,1055705,WA,1.539,6,6,14,8,14,8,0,0,3,2,2,7,0,最近仍在持续输入，不应因活动本身弹窗,"v -> , -> Controlx8 -> Shift -> & -> Control -> v -> ; -> m -> a -> e -> n -> c -> Enter -> Control -> v -> t -> o -> t -> a -> l -> = -> Controlx4 -> v -> Control -> = -> - -> Control -> = -> Control -> - -> Control -> = -> Control -> = -> Control -> -x2 -> Shift -> + -> Controlx5 -> v -> Shift -> + -> Control -> v -> c -> Control -> Insert -> e -> n -> m -> a -> r -> hx2 -> t -> ; -> Enter -> q -> s -> o -> t -> r -> Shift -> ( -> s -> d -> . -> t -> ,x2 -> n -> s -> i -> z -> o -> ex2 -> o -> d -> Shift -> ( -> =x2 -> f -> Shift -> ( -> sx2 -> t -> r -> u -> c -> t ->   -> s -> t -> d -> u -> e -> n -> t -> , -> m -> p","#include<stdio.h>'
#include<stdlib.h>
#include<string.h>
{ char id[6 ;
 ;int math;
  int english;
  int c;
  int total

    return 0;


 ;
int cmp(const void*a,const void&*b
{
    struct student*c=(v               a;
    v              y=(v               b;
    if(y->total == x->totallal;
    {
        return strcmp(x->id,y->id ;








    int n;
    while(scaf( ""%d ,&n !=EOF
    {
        struct studuen std[n ;
        for(int i=0;i<n;i++
        {
            scaf( ""%s %d %d %d ,std[i .idc&v      ma,&v        env         ;   cc
            v      total=v      c +v     en +v          math;

        qsort(std,n,sizeof(struct student ,cmp ;
        printf(""BEST\n  ;
        printf(""%s %d %d %d\nv   0         0           0              0      c
        printf(""WOR%d n  ;                 cv                                ;
        v                    \n    n-1         n-1           n-1              n-1
                   %d                                                                  ;"
1272023-w003,1272023,TLE,115.187,0,0,0,0,0,0,0,0,0,0,0,0,0,长时间无文本输入，保守视为阅读/检查，不打扰,"n -> t -> ; -> , -> c -> o -> u -> n -> t -> ; -> Enter -> i -> n -> t ->   -> i -> s -> p -> r -> i -> m -> e -> Shift -> ( -> i -> n -> t ->   -> n -> Enter -> Shift -> { -> Enter -> i -> f -> Shift -> n -> ( -> Shift -> < -> = -> 1 -> Enter -> r -> e -> t -> u -> r -> n ->   -> ; -> Enter -> 0 -> i -> f -> Shift -> n -> ( -> Shift -> < -> = -> 3 -> Enter -> r -> Alt ->   -> 1 -> ; -> Enter -> i -> f -> Shift -> ( -> n -> Shiftx5 -> 2 -> % -> =x2 -> 0 -> Shift -> |x2 -> n -> Shift -> % -> 3 -> =x2 -> 0 -> Enter -> r ->   -> 0 -> ; -> Enter ->   -> Enter -> f -> o -> Shift -> ( -> r","#include <stdio.h>

int isprime(long long
{
    if(n<=1
    return 0; ,&N ;
    if(n<=3--
    r      1;
    if(n%2==0||n%3==0 a,b,i,count;
    r   sc 0;(""%lld%lld ,&a,&b ;
    for(long long int i=5;i*i<=n;i+=6
    {       if(isprime(i
        if(n%i==0||n%(i+2 ==0
        r      0;
        printf(""%lld\n ,count ;
    r      1;








                          k

            k   k    k
                       k"
1272023-w004,1272023,TLE,164.181,0,0,0,0,0,0,0,0,0,0,0,0,0,长时间无文本输入，保守视为阅读/检查，不打扰,m -> e -> Shift -> ( -> i -> n -> t ->   -> n -> Enter -> Shift -> { -> Enter -> i -> f -> Shift -> n -> ( -> Shift -> < -> = -> 1 -> Enter -> r -> e -> t -> u -> r -> n ->   -> ; -> Enter -> 0 -> i -> f -> Shift -> n -> ( -> Shift -> < -> = -> 3 -> Enter -> r -> Alt ->   -> 1 -> ; -> Enter -> i -> f -> Shift -> ( -> n -> Shiftx5 -> 2 -> % -> =x2 -> 0 -> Shift -> |x2 -> n -> Shift -> % -> 3 -> =x2 -> 0 -> Enter -> r ->   -> 0 -> ; -> Enter ->   -> Enter -> f -> o -> Shift -> ( -> r -> i -> n -> t ->   -> l -> o -> g ->   -> l -> o -> nx2 -> g ->   -> i -> n -> t ->   -> i -> = -> 5,"#include <stdio.h>

int isprime(long long
{
    if(n<=1
    return 0; ,&N ;
    if(n<=3--
    r      1;
    if(n%2==0||n%3==0 a,b,i,count;
    r   sc 0;(""%lld%lld ,&a,&b ;
    for(long long int i=5;i*i<=n;i+=6
    {       if(isprime(i
        if(n%i==0||n%(i+2 ==0
        r      0;
        printf(""%lld\n ,count ;
    r      1;








                          k

            k   k    k
                       k  7
"
1272023-w005,1272023,TLE,369.497,0,0,0,0,0,0,0,0,0,0,0,0,0,长时间无文本输入，保守视为阅读/检查，不打扰,m -> e -> Shift -> ( -> i -> n -> t ->   -> n -> Enter -> Shift -> { -> Enter -> i -> f -> Shift -> n -> ( -> Shift -> < -> = -> 1 -> Enter -> r -> e -> t -> u -> r -> n ->   -> ; -> Enter -> 0 -> i -> f -> Shift -> n -> ( -> Shift -> < -> = -> 3 -> Enter -> r -> Alt ->   -> 1 -> ; -> Enter -> i -> f -> Shift -> ( -> n -> Shiftx5 -> 2 -> % -> =x2 -> 0 -> Shift -> |x2 -> n -> Shift -> % -> 3 -> =x2 -> 0 -> Enter -> r ->   -> 0 -> ; -> Enter ->   -> Enter -> f -> o -> Shift -> ( -> r -> i -> n -> t ->   -> l -> o -> g ->   -> l -> o -> nx2 -> g ->   -> i -> n -> t ->   -> i -> = -> 5,"#include <stdio.h>

int isprime(long long
{
    if(n<=1
    return 0; ,&N ;
    if(n<=3--
    r      1;
    if(n%2==0||n%3==0 a,b,i,count;
    r   sc 0;(""%lld%lld ,&a,&b ;
    for(long long int i=5;i*i<=n;i+=6
    {       if(isprime(i
        if(n%i==0||n%(i+2 ==0
        r      0;
        printf(""%lld\n ,count ;
    r      1;








                          k

            k   k    k
                       k  7
"
