solution_id,problem_id,judge,type,detail,duration_s,total_keys,code_at_trigger,submitted_code,keys_10s_before,keys_10s_after,keys_20s_before,keys_20s_after,keys_30s_before,keys_30s_after,label
1009217,2087,AC,DEBUG,bs_pause_2x,1066.6,553,"#<stdio,.h>
int main({
int n;m;,m;
int a[1000,b[;
long int b[1000;
while(scanf(""%d,&n!=EOF{
while(n--{
scanf(""%d,for(int i=0;i<n;i++{
scanf(""%d,a[&a[i;
scanf(""%d,&m;
for(int ;
int m;i=0;i><m;i++{
scanf(""%d,&b[i;

for(int j=0;
","#include<stdio.h>
int main(){
    int n;
    int a[1000];
    
    while(scanf(""%d"",&n)!=EOF){
        for(int i=0;i<n;i++){
            scanf(""%d"",&a[i]);
        }
        int m;
        long int b[1000];
        scanf(""%d"",&m);
        for(int i=0;i<m;i++){
            scanf(""%ld"",&b[i]);
            long  int count=0;
            int j;
            for(j=0;b[i]>count;j++){
                count+=a[j];
            }
            printf(""%d\n"",j);
        }
        
    }return 0;
}",Backspacex47,Backspacex2 → l → o → n → g →  ,Backspacex47,Backspacex2 → l → o → n → g →  ,Backspacex47,Backspacex2 → l → o → n → g →  ,
1437949,1911,NoData,IDLE,pause_44s,1485.6,689,"#icnclidude<bits/stdc++.h>
us na std;
int main(
{
int n,m,t,p;
cin>>n>>mlong long>>t>>0p;
vector<Ve<l  ong long > > graph(1n+1,ve<l ong long>(m+1,1;
for(r(int i=1;i<=t;i++
{

int t x;y;,cgcin>>x>>y;
gr[x[y=0;
ve<ve<l lo>> dp(n,ve<l ong long>(,m+1,0;
dp[0[0=1;+1+1+1+1
for(int i-=1l;i<=n;i++
{
if(","#include<bits/stdc++.h>
using namespace std;
int main()
{
   long long n,m,t,p;
    cin>>n>>m>>t>>p;
    vector<vector<long long> > graph(n+1,vector<long long>(m+1,1));
    int x,y;
    for(int i=1;i<=t;i++)
    {
        cin>>x>>y;
        graph[x][y]=0;
    }
    vector<vector<long long>> dp(n+1,vector<long long>(m+1,0));
    dp[0][0]=1;
    for(int i=1;i<=n;i++)
    {
        if(graph[i][0]==1)
        {
            dp[i][0]=1;
        }
        else break;
    }
    for(int i=1;i<=m;i++)
    {
        if(graph[0][i]==1)
        {
            dp[0][i]=1;
        }
        else break;
    }
    if(n==0||m==0) {cout<<dp[n][m]<<endl;
       
    }
    else {
	
    for(int i=1;i<=n;i++)
    {
        for(int j=1;j<=m;j++)
        {   
            if(graph[i][j]==1)
            {
                dp[i][j]=(dp[i-1][j]+dp[i][j-1])%p;
            }
            
        }
        
        
    }
    cout<<dp[n][m]<<endl;}
}",,g → r → [ → i → 0 → [ → i,,g → r → [ → i → 0 → [ → i → 0 → Controlx2 → i → Shift → ! → = → 1 → Enter → Shift → { → Enter → d,,g → r → [ → i → 0 → [ → i → 0 → Controlx2 → i → Shift → ! → = → 1 → Enter → Shift → { → Enter → d → p → [ → 0 → i → [ → 0 → = → 1 → ; → Enter → e → l → s → e →   → b → r,
1133820,1329,TLE,IDLE,pause_113s,302.5,141,"

ifz90()

shuif()shu[]i+2==0 shu[]i=-1;-1","#include <stdio.h>
int main(){
    long a,b;
    int k;
    
    int shu[5000000]={0};
    shu[1]=1;
    for(int j=2*2;j<=5000000;j+=2)
            {
                shu[j]=1;
            }
    for(int i=3;i*i<=5000000;i+=2)
    {
        if(shu[i]==0){
            for(int j=2*i;j<=5000000;j+=i)
            {
                shu[j]=1;
            }
        }
        
        
    }
    
    for(int i=3;i<5000000-2;i+=2)
    {
     if(shu[i]==0&&shu[i+2]==0) shu[i]=-1;   
    }
    

    while(scanf(""%d"",&k)!=EOF)
    {
    for(int i=0;i<k;i++)
    { 
        int a,b;
        scanf(""%d %d"",&a,&b);
        int count=0;
       
       for(int i=(a%2==0)?a+1:a;i<=b-2;i+=2)
       {
           if(shu[i]==-1) count++;
       }
       
        printf(""%d\n"",count);
    }
    
    }
    return 0;
}",,Control → Insert,,Control → Insert,,Control → Insert,
1162233,1009,NoData,DEBUG,bs_pause_3x,1028.7,422,"#include <>stdio.h
int main(
{
return 0;
inchar arr[1000055
intchar
int %#include <>string.hint len = strlen(arr;
scanf(""%%s,arr;

char len [10005;;fkriror(int i = 0;i < nlen;i++
{
1
len[0 = arr[0';if(b arr[i == arrr[i - 1
{
for(int i j = i - 1;j < len - 2;j++

{
{
arr[i - j = arr[i j + 2;c

for(int i = 0;i < 
int sum = 0;SUsum++;len - 2 * sum;i++
{
printf(""%d,arr[i;cc","#include <stdio.h>
#include <string.h>
int main()
{
    char arr[10005];
   
    scanf(""%s"",arr);
    int len = strlen(arr);
    
    int sum = 0;
    for(int i = 1;i < len;i++)
    {
        if(arr[i] == arr[i - 1])
        {
            for(int j = i - 1;j < len - 2;j++)
            {
                arr[j] = arr[j + 2];
            }
        sum++;
        }
    }
    
    for(int i = 0;i < len - 2 * sum;i++)
    {
        printf(""%c"",arr[i]);
    }
    return 0;
}",Backspacex4,Backspace → bx2 → ArrowRightx2,b → Backspacex4,Backspace → bx2 → ArrowRightx2,c → a → b → Backspacex4,Backspace → bx2 → ArrowRightx2 → Backspacex2 → a,
1162277,1009,WA,DEBUG,bs_pause_3x,1066.2,426,"#include <>stdio.h
int main(
{
return 0;
inchar arr[1000055
intchar
int %#include <>string.hint len = strlen(arr;
scanf(""%%s,arr;

char len [10005;;fkriror(int i = 0;i < nlen;i++
{
1
len[0 = arr[0';if(b arr[i == arrr[i - 1
{
for(int i j = i - 1;j < len - 2;j++

{
{
arr[i - j = arr[i j + 2;c

for(int i = 0;i < 
int sum = 0;SUsum++;len - 2 * sum;i++
{
printf(""%d,arr[i;cc","#include <stdio.h>
#include <string.h>
int main()
{
    char arr[100005];
   
    scanf(""%s"",arr);
    int len = strlen(arr);
    
    int sum = 0;
    for(int i = 1;i < len;i++)
    {
        if(arr[i] == arr[i - 1])
        {
            for(int j = i - 1;j < len - 2;j++)
            {
                arr[j] = arr[j + 2];
            }
        sum++;
        }
    }
    
    for(int i = 0;i < len - 2 * sum;i++)
    {
        printf(""%c"",arr[i]);
    }
    return 0;
}",Backspacex4,Backspace → bx2 → ArrowRightx2,b → Backspacex4,Backspace → bx2 → ArrowRightx2,c → a → b → Backspacex4,Backspace → bx2 → ArrowRightx2 → Backspacex2 → a,
1132896,2112,PE,DEBUG,bs_pause_2x,1489.4,911,"#include <stdio.hg>
int mianain(
{
int n;
whikele(sxcanfcamf(""%smm,%d"",&n !=EOF
{
)ifor(*int i=0;i<n;i++
{

int num[n;scanf(""%d0,nuimumm[i;
for(int i=0;i<2;i++
{
scanf(""%s,d %s   
int cmd1;
char smdcmsd2;smdcmd1;cmd2);
if(cmd2=='L00
{
fior(int i=0;i<n;i++
{
printf(""
if(icmd1%n(+1)-1%d ,num[i;
for(int i=0;i<cmd1%(n+1;i++
{
printf(""%d ,num[i;
printf(:\n""""';
else if(cmsd==2=='R00
{
v

reutrn turn 0;
printf(:""\n;;,&&nn--1-v><n-10vn0v=c&
int count=0;
count+_++;
count++;
if(count>1==12
printf(""\n;
v
int count=0;
v
count++;
count++ ","#include <stdio.h>
int main()
{
    int n;
    while(scanf(""%d"",&n) !=EOF)
    {
        int num[n];
        for(int i=0;i<n;i++)
        {
            scanf(""%d"",&num[i]);
        }
        int cmd1;
        char cmd2;
        scanf(""%d %c"",&cmd1,&cmd2);
        if(cmd2=='L')
        {
            int count=0;
            for(int i=cmd1%(n);i<n;i++)
            {
                printf(""%d "",num[i]);
                count++;
                if(count==12)
                {
                    count-=12;
                    printf(""\n"");
                }
            }
            for(int i=0;i<cmd1%(n);i++)
            {
                printf(""%d "",num[i]);
                count++;
                 if(count==12)
                 {
                     count-=12;
                printf(""\n"");
                 }
            }
            if(count<=12)
            printf(""\n"");
        }
        else if(cmd2=='R')
        {
            int count=0;
            for(int i=n-cmd1%(n);i<n;i++)
            {
                printf(""%d "",num[i]);
                count++;
                 if(count==12){
                     count-=12;

                printf(""\n"");}
            }
            for(int i=0;i<n-cmd1%(n);i++)
            {
                printf(""%d "",num[i]);
                count++;
                 if(count==12){count-=12;
                printf(""\n"");}
            }
            if(count<=12)
            printf(""\n"");
        }
        printf(""\n"");
    }
    return 0;
}",Backspace →  x2 → Backspace,Backspace → Control → v,5 →   → Backspacex9 →  x2 → Backspace,Backspace → Control → v,  → 1 → 3 →   → 5 →   → Backspacex9 →  x2 → Backspace,Backspace → Control → v → Control → Insert → /x2,
1150469,1834,OLE,IDLE,pause_49s,864.5,683,"#inlcclude <stdio.h>
int main({
return 0;
int x;
char yy;
while(scanf(""%d1%c!=EOF,&ax,&y!=EOF{
charchar a[x[x;\int
fo9(it int i=0;i<x;i++{
for(int j=0;j<x;j++{
a[i[j=count;
count++;
count=0;if(1
if(y===""'L{
for(int j=x;j-1.>=0;j--{
for(in t i=0;i<x;i++{
printf(""%d ,a[i[j;
printf(""\
else if(y=='R{
for(int fi=x-1;i>=0;i--{
for(int j=x-j0<j<=xj++i=x-1;i>=0;i--{
printf(""%d ,[a[i[j;
else if(y==""X{
cvi=x-1;i>=0i--j0j<xj++
esleslse{
for(int i=0;i<x;i++{
pfor(int j=x-21;j>=0;j__--{
printf(""%d ,a[i[j;
printf(""\n;
int count;
printf(""\b;\b","#include <stdio.h>
int main(){
    int x;
    char y;
    int count;
    while(scanf(""%1d%c"",&x,&y)!=EOF){
        int a[x][x];
        count=1;
        for(int i=0;i<x;i++){
            for(int j=0;j<x;j++){
                a[i][j]=count;
                count++;
            }
        }
        if(y=='L'){
            for(int j=x-1;j>=0;j--){
                for(int i=0;i<x;i++){
                    if(j==0&&i==x-1){
                    printf(""%d"",a[i][j]);
                    }
                    else{
                    printf(""%d "",a[i][j]);
                    }
                }
            }
        }
        else if(y=='R'){
            for(int j=0;j<x;j++){
                for(int i=x-1;i>=0;i--){
                    if(j==x-1&&i==0){
                    printf(""%d"",a[i][j]);
                    }
                    else{
                    printf(""%d "",a[i][j]);
                    }
                }
            }
        }
        else if(y=='X'){
            for(int i=x-1;i>=0;i--){
                for(int j=0;j<x;j++){
                    if(j==x-1&&i==0){
                    printf(""%d"",a[i][j]);
                    }
                    else{
                    printf(""%d "",a[i][j]);
                    }
                }
            }
        }
        else{
            for(int i=0;i<x;i++){
                for(int j=x-1;j>=0;j--){
                    if(j==0&&i==x-1){
                    printf(""%d"",a[i][j]);
                    }
                    else{
                    printf(""%d "",a[i][j]);
                    }
                }
            }
        }
        printf(""\n"");
    }
    return 0;
}",,Enter → i → f → Shift → ( → j → =x2 → 0 → Shift → &x2 → i → = → x → - → 1,,Enter → i → f → Shift → ( → j → =x2 → 0 → Shift → &x2 → i → = → x → - → 1 → Shift → { → Enter → Shift → } → Control → c,,Enter → i → f → Shift → ( → j → =x2 → 0 → Shift → &x2 → i → = → x → - → 1 → Shift → { → Enter → Shift → } → Control → c → Enter → e → l → s → e → Shift → { → Enter → Control → v,
1454401,1000,CE,DEBUG,bs_pause_2x,553.9,128,"##<bits/stdc++.h>
itn miint main*(({
ascanf(
int a,b;""%d,%d,&a,&b;
printf(a+bl;ccv""""%d,","#include<bits/stdc++.h>
int main(){
    int a,b;
    scanf(""%d%d"", &a &b);   // 去掉逗号，空格或回车都能自动跳过
    printf(""%d"", a + b);
    return 0;
}",Backspace,Backspacex3,Backspace,Backspacex3 → .,Backspace,Backspacex3 → . → h → Control → c,
1139243,1513,PE,IDLE,pause_32s,952.3,562,"#<stdio.h>
int main(
{

reuturn 0;int t;
while(scanf(scnanfwhile(scanf(""$%d,&t!=ROFTOFEOF
{
FORfor(int i=0;i<t;i++
{
scanf(""
int n;%d,&n;
for(int y=0;y<n;y++
{
for(int x=n-y;x>0;x---1
{
printf(""% ;
1=for(int x=y;x>0;x--
{
printf(""0<0y++%c,a+""'a+x+x;
foer(int x=y;x>10y-1;x--
{
printf(""%c,'a+x2=;
printf(""\n;
for(int y=1;y<=n;y++
{
printffor(int x=0;x<y;x++
{
printf("" ;
for(int x=0;
printf(:""//////////////////a;x<2*n-(y-1);x++)
{
printf("" ;
if(y<n
{
printf(""a\n;
printf(""\n;","#include<stdio.h>
int main()
{
    int t;
    while(scanf(""%d"",&t)!=EOF)
    {
        for(int i=0;i<t;i++)
        {
            int n;
            scanf(""%d"",&n);
            for(int y=1;y<=n;y++)
            {
                for(int x=n-y;x>0;x--)
                {
                    printf("" "");
                }
                for(int x=0;x<y;x++)
                {
                    printf(""%c"",'a'+x);
                }
                for(int x=y-2;x>=0;x--)
                {
                    printf(""%c"",'a'+x);
                }
                printf(""\n"");
            }
            for(int y=1;y<=n;y++)
            {
                for(int x=1;x<y;x++)
                {
                    printf("" "");
                }
                printf(""a"");
                for(int x=0;x<2*(n-y)-1;x++)
                {
                    printf("" "");
                }
                if(y<n)
                {
                    printf(""a\n"");
                }
            }
            printf(""\n"");
        }
    }
    return 0;
}",,1,,1,,1,
1351364,0,RE,IDLE,pause_38s,1213.0,608,"#include <Stdio.jh]s>

inr t main({
while(scanf(""%d
int t;,&t!=EOF{
int n;
while(scanf(in""%d,&n!=EOF{
==tfotr(int row=1;row<=2*n-1;row++{
printf("" ;for(int h=1;h<=n;h++{
for(int k=0;k<n-h;h++{
printf("" ;
for(int 
char ch='Aa;i=0;i<h","#include <stdio.h>

int main(){
    int t;
    while(scanf(""%d"",&t)!=EOF){
        int n;
        while(t--){
            scanf(""%d"",&n);
            for(int h=1;h<=n;h++){
                for(int k=0;k<n-h;k++){
                    printf("" "");
                }
                char f='a';
                for(char ch=f;ch<=f+h-1;ch++){
                    printf(""%c"",ch);
                }
                for(char ch=f+h-1;ch>='a';ch--){
                    printf(""%c"",ch);
                }
                printf(""\n"");
            }
            for(int h=1;h<=n;h++){
                for(int k=0;k<n-h;k++){
                    printf("" "");
                }
                printf(""a"");
                for(int k=0;k<n-h;k++){
                    printf("" "");
                }
                if(h!=n) printf(""a"");
                printf(""\n"");
            }
            printf(""\n"");
        }
    }
}",,Control → Meta → c → Meta → v,,Control → Meta → c → Meta → v → c → h → Shift → <,,Control → Meta → c → Meta → v → c → h → Shift → < → Enter → c → h → a → r →   → f → = → ' → a,
1296350,2266,NoData,IDLE,pause_93s,1111.2,192,"include<stdoio.h>
 
int main({
inwhile(scanf(""%dgets(s!=NULL{
","#include<stdio.h>
#include<string.h>
int main(){
    char s1[1005]={0};    
    while(gets(s1)!=NULL){        
        char s2[10][20]={0};        
        int p = sscanf(s1,""%s%s%s%s%s%s%s%s%s%s"",s2[0],s2[1],s2[2],s2[3],s2[4],s2[5],s2[6],s2[7],s2[8],s2[9]);        
        for(int i=p-1;i>=0;i--){
            printf(""%s "",s2[i]);
        }            
        printf(""\n"");    
    }
    return 0;
}
",,p → r → i → n → t → f → Shift → F → f → Shiftx3 → (,,"p → r → i → n → t → f → Shift → F → f → Shiftx3 → ( → Shift → "" → Shift → % → s → \ → m → n",,"p → r → i → n → t → f → Shift → F → f → Shiftx3 → ( → Shift → "" → Shift → % → s → \ → m → n → , → Enter → i → n → t",
1414032,1902,AC,DEBUG,bs_pause_2x,1644.7,739,"3n=
break;i2=
int flag=0;fla
}falgalag=1;\
itn nt flag=0;
if(falag==1{
pritnfntf(""Yes\n;
else{
poprinfrintf(""No\n;
return 01500202i","#include<stdio.h>
int SU(int num){
    if(num<2){
        return 0;
    }
    for(int i=2;i<num;i++){
        if(num%i==0){
            return 0;
        }
    }
    return 1;
}
int su(int arr[]){
    int count=0;
    for(int i=2;i<=7919;i++){
        if(SU(i)){
            arr[count]=i;
            count++;
        }
    }
    return count;
}
int main(){
    int n;
    int arr[1001];
    int all_su=su(arr);
    while(scanf(""%d"",&n)!=EOF){
        int flag=0;
    for(int i=0;i<all_su-2;i++){
        if(n==arr[i]+arr[i+1]+arr[i+2]){
            flag=1;
            break;
        }
      }
      if(flag==1){
          printf(""Yes\n"");
      }
      else{
          printf(""No\n"");
      }
    }
    return 0;
}",Backspace,Backspacex3,Backspace,Backspacex3,Backspace,Backspacex3,
1366530,1533,NoData,DEBUG,bs_pause_3x,1228.4,420,"#<>stdio.h
int main(
{}
return 0;
int n;
while(scanf(""%d,&n!=EOF
{}
for(int i=0;i<n;i++
{}
scanf(""%d,m&;

if(n%2!=0
{}
printf(""NO\n;
continue;

else{
}if(m%2==0=
{}
flag=0;
breajk;
flag=1;.,flag
if(flagprintff(""YES\n;
else printf(""NO\n;,mc
v<0
if(m%2==0[101[i
{

}  flag=0;
braeak;[]i if(flag==0==1breakcontin","#include<stdio.h>
int main()
{
    int n,sum,m[101];
    while(scanf(""%d"",&n)!=EOF)
    {
        sum=0;
        if(n%2==0)
        {
            printf(""NO\n"");
            continue;
        }
        for(int i=0;i<n;i++)
        {
            scanf(""%d"",&m[i]);
            sum+=m[i];
        }
        if(sum%2!=0)printf(""YES\n"");
        else if(sum%2==0) printf(""NO\n"");
    }
    return 0;
}",i → n → u → r → e → Backspacex3,Backspacex3,c → o → n → t → i → n → u → r → e → Backspacex3,Backspacex3,b → r → e → a → k → c → o → n → t → i → n → u → r → e → Backspacex3,Backspacex3,
1335152,2285,PE,IDLE,pause_31s,1513.8,473,"=#include<stdio.h>
void bubble(int a[,int n
{
for(int i=0;i<n-1;i++{
for(int hj=0;ij<n-1-i;j++{
if(a[j>a{j+a[j+1{
int t=a[j;
a[j+=a[j+1;
a[j+1=a[j;t
int main(
[{
int n;
while(scanf(""%dchar a[10={0}s,a!=EOFP{

ringif(int len=strlen(a;
for(int i=0;i<len;i++{
if(a[i=='2{printf(""%a,b,c;
return 0;
scanf(""%d,&a[i;cc
}
bubble(m,n;acharle2","#include <stdio.h>
#include <string.h>
#include <stdlib.h>

// 数字(2-9)对应的字母表，索引0对应2，索引1对应3...
const char *phone_map[] = {""abc"", ""def"", ""ghi"", ""jkl"", ""mno"", ""pqrs"", ""tuv"", ""wxyz""};
char **result;  // 存储所有字母组合
int res_cnt;    // 组合数量

// 冒泡排序，用于单个字符串内部排序（复用原函数逻辑）
void bubble(char a[], int n) {
    for (int i=0; i < n-1; i++) {
        for (int j=0; j < n-1-i; j++) {
            if (a[j] > a[j+1]) {
                char t=a[j]; // 改为char类型，原int不影响但不规范
                a[j] = a[j+1];
                a[j+1] = t;
            }
        }
    }
}

// qsort比较函数，用于组合数组整体排序
int cmp_str(const void *a, const void *b) {
    return strcmp(*(const char **)a, *(const char **)b);
}

// 回溯生成字母组合
void backtrack(char *digits, int idx, char *path) {
    int len=strlen(digits);
    if (idx == len) {
        path[idx] = '\0';
        result[res_cnt] = (char *)malloc(len+1);
        strcpy(result[res_cnt], path);
        res_cnt++;
        return;
    }
    // 数字转为映射表索引（'2'→0，'3'→1...）
    int map_idx=digits[idx] - '2';
    const char *letters=phone_map[map_idx];
    for (int i=0; letters[i] != '\0'; i++) {
        path[idx] = letters[i];
        backtrack(digits, idx+1, path);
    }
}

int main() {
    char digits[10] = {0};
    // 多组输入，直到EOF
    while (scanf(""%s"", digits) != EOF) {
        int len=strlen(digits);
        if (len == 0) {
            printf(""0\n"");
            continue;
        }
        // 计算最大组合数，预分配内存
        int max_cnt=1;
        for (int i=0; i < len; i++) {
            int map_idx=digits[i] - '2';
            max_cnt *= strlen(phone_map[map_idx]);
        }
        result=(char **)malloc(max_cnt*sizeof(char *));
        res_cnt=0;
        char *path=(char *)malloc(len+1);
        backtrack(digits, 0, path);
        free(path);

        // 对每个组合内部排序，再整体排序
        for (int i=0; i < res_cnt; i++) {
            bubble(result[i], len);
        }
        qsort(result, res_cnt, sizeof(char *), cmp_str);

        // 输出结果
        printf(""%d\n"", res_cnt);
        for (int i=0; i < res_cnt; i++) {
            printf(""%s\n"", result[i]);
            free(result[i]);
        }
        free(result);
    }
    return 0;
}
",,Enter → f → o → r → Shift → ( → i → n → t →   → i → = → 0 → ; → i → Shift → < → n → ; → i → Shift → +x2 → l → e,,Enter → f → o → r → Shift → ( → i → n → t →   → i → = → 0 → ; → i → Shift → < → n → ; → i → Shift → +x2 → l → e → Shift → { → Enter → Shift → },,Enter → f → o → r → Shift → ( → i → n → t →   → i → = → 0 → ; → i → Shift → < → n → ; → i → Shift → +x2 → l → e → Shift → { → Enter → Shift → },
1223445,1508,WA,IDLE,pause_39s,999.9,538,"include 666666# <stdio.h>
int msoain({
rteeturn 0;

int a[500000;
void luck(int a[{
for (int i=1000000c1;i++<=100000;i++0{
if (i%6==0{
a
int j=1;[j==ii;
j==+++;
continue;
else ({
int temp=i;
whiint x=temp/10%10;
temp=temp/10;
int y=cv
cv
cvz
fiif (x==6\\||y==6||z==6{
a[j==i;
j++;
continue;
int n;
whiel le ((scanf(""%d,&mn!=EOF{
for (int i=1;i<=639cxcv{
if (a[i==n{
printf (""%d,i;\n;i++00promintf(""%d,a[n;\n
for (inti i=1;i++<=3;i++{
printf (""%d\n,a[i;
luck(a;c","#include <stdio.h>
void luck(int a[]){
    int j=1;
    for (int i=1;i<=1000000;i++){
        if (i%6==0){
            a[j]=i;
            j++;
            continue;
        }
        else {
            int temp=i;
            int x=temp%10;
            temp=temp/10;
            int y=temp%10;
            temp=temp/10;
            int z=temp%10;
            if (x==6||y==6||z==6){
                a[j]=i;
                j++;
                continue;
            }
        }
    }
}

int main(){
    int a[5939000];
    int n;
    luck(a);
    
    while (scanf(""%d"",&n)!=EOF){
        printf(""%d\n"",a[n]);
    }
    return 0;
}",,0 → 9,,0 → 9,,0 → 9 → 5,
1101965,1661,WA,IDLE,pause_33s,1203.0,514,"doublre result=0.0;
char[31;
for(int i
int len=strlen(arr;=0;i<len;i++
{
cahrcahrint m=0;int as
ar[ir-'a+1
if(i(i+1%2==10s[]m=;
if9else
{
s[m=arr[i-'a+1;
s[
[
m++;m-1=arr--;10-()len-1>=0
if(mm=!=0{}","#include <stdio.h>
#include <string.h>

int main()
{
    char arr[31];
    while(scanf(""%s"",arr)!=EOF)
    {
        int len=strlen(arr);
        int s[31]={0};
        int m=0;
        
        for(int i=len-1;i>=0;i--)
        {
            int num =arr[i]-'a'+ 1;
            if((i+1)%2==0)
            {
                s[m]=num;
            }
            else
            {
                s[m]=10-num;
                if(m>0)
                {
                    s[m-1]--;
                }
                else
                {
                    s[m]=num-10;
                }
            }
            m++;
        }
        
        for(int i=len-1;i>0;i--)
        {
            if(s[i]<0)
            {
                s[i]+=10;
                s[i-1]--;
            }
            else if(s[i]>=10)
            {
                s[i]-=10;
                s[i-1]++;
            }
        }
        
        if((len-1)%2==0)
        {
            printf(""0."");
            for(int i=0;i<len;i++)
            {
                printf(""%d"",s[i]<0?-s[i]:s[i]);
            }
        }
        else
        {
            printf(""-0."");
            for(int i=0;i<len;i++)
            {
                printf(""%d"",s[i]<0?-s[i]:s[i]);
            }
        }
        printf(""\n"");
    }
    return 0;
}",,Enter,,Enter → i → f → Shift → ( → l → e → n,,Enter → i → f → Shift → ( → l → e → n → - → 1 → =x2 → Shift → ( → l → e → n,
1096919,1324,OLE,IDLE,pause_65s,961.4,437,"#incluedde#include<stdio.h>
int main(
{
char str[201;
while(get[(str!=EOF
{

#include<string.h>int len=strlen(str;
for(int i=0;i<len;i++
{

int count =0=0;if(str[i=='\0countt++;
if(str[i>=65&&str[i<=90
{
else str[i=str[i-'A+'a;sum=0,11
if(str[i!=str[i-1sum++;
if(count>10||)((sum>10
{
printf(""No\n;
else
{
printf(""Yes\n;
return 0;cs ","#include<stdio.h>
#include<string.h>
int main()
{
    char str[201];
    while(gets(str)!=EOF)
    {
        int count=0,sum=1;
        int len=strlen(str);
        for(int i=1;i<len;i++)
        {
            if(str[i]==' ')count++;
            else if(str[i]>=65&&str[i]<=90)
            {
                str[i]=str[i]-'A'+'a';
            }
            if(str[i]!=str[i-1])sum++;
        }
        if((count>10)||(sum>10))
        {
            printf(""No\n"");
        }
        else
        {
            printf(""Yes\n"");
        }
    }
    return 0;
}",,' →  ,,' →  ,,' →  ,
1106979,1902,AC,IDLE,pause_53s,1478.2,935,"#include<>stdio.h
#include<>stdbool.h

void isPrime(int num {
if (boolnum <= 1 return false;
if (n == 2 return true;
if for (umi = 2; i * i <= num; i += 2 [
{
if (n um % i == 10 erreturn tfalse;
return true;

int main ({
int prime[1000;
for (int i = 2; i < = 7919; i++ {
int 
int count = 0;if (ids(num {
primte[count++ = num;
int n;
while (scanf(""%dd, &n !=EOF {
if (n == prime[i + prime[i + 1 + prime[i + 2 {
printf(""Yes\n; else {
printf(""No\n;
for (int i = 0; i < 9908; i++ {
cv                                  

return -90;int 
int num = ii","#include<stdio.h>
#include<stdbool.h>

bool isPrime(int num) {
    if (num <= 1) return false;
    if (num == 2) return true;
    if (num % 2 == 0) return false;
    for (int i = 3; i * i <= num; i += 2) {
        if (num % i == 0) return false;
    }
    return true;
}

int main(){
    int prime[1000];
    int count = 0;
    for (int i = 2; i <= 7919 && count < 1000; i++) {
        if (isPrime(i)) {
            prime[count++] = i;
        }
    }
    int n;
    while (scanf(""%d"", &n) !=EOF) {
        bool found = false;
        for (int i = 0; i < count - 2; i++) {
            if (n == prime[i] + prime[i + 1] + prime[i + 2]) {
                found = true;
                break;
            } 
        }
        printf(found ? ""Yes\n"" : ""No\n"");
    }
    return 0;
}",,Enter → b → r → e → a → k → ;,,Enter → b → r → e → a → k → ;,,Enter → b → r → e → a → k → ;,
1382435,1127,AC,DEBUG,bs_pause_2x,1157.4,570,"v//vv
#include<stdio.h>
int main({
ret 0;
int n;
scanf(""%d,&n;
while (n--{
int a,b;
scanf(""%dd%d,&a,&b;
int ans=0;
for (int i=a;i<=b;i++{
int flag=0;
iny t temp=i%10;
if (

int temp=i;ktemptemp==i && {

temp/=10';/10
while (temp>0{
if (k<temp%10={
br;
else{
if (k<=temp%10{
flag^=1;
!flag && else if (flag && k>=temp%10{
b;if (flag && temp!{
ans++;

printf(""%d\n,ans;
if (temp32123 32123","//可持久化动态图上树状数组套主席树维护01背包
#include<stdio.h>
int main(){
    int n;
    scanf(""%d"",&n);
    while (n--){
        int a,b;
        scanf(""%d%d"",&a,&b);
        int ans=0;
        for (int i=a;i<=b;i++){
            int flag=0;
            int temp=i;
            while (temp>0){
                int k=temp%10;
                temp/=10;
                if (temp==0){
                    break;
                }
                if (temp==i/10){
                    if (k<=temp%10){
                        break;
                    }
                }
                else{
                    if (k==temp%10){
                        break;
                    }
                    if (!flag && k<temp%10){
                        flag=1;
                    }
                    else if (flag && k>=temp%10){
                        break;
                    }
                }
            }
            if (flag && !temp){
                ans++;
            }
        }
        printf(""%d\n"",ans);
    }
    return 0;
}",,Backspacex4,3 → 2 → 1 → 3 → Backspace → 2 → 3 →   → 3 → 2 → 1 → 2 → 3,Backspacex4 → 0 → Backspace → 0,Backspacex2 → 0 → 9 → Backspacex7 → 3 → 2 → 1 → 3 → Backspace → 2 → 3 →   → 3 → 2 → 1 → 2 → 3,Backspacex4 → 0 → Backspace → 0 → Backspace → 0 → Backspace,
