window_id,label,judge,duration_s,total_keys,current_idle_s,keys_5s,text_keys_5s,modifier_keys_5s,clipboard_ops_5s,keys_10s,text_keys_10s,keys_30s,text_keys_30s,modifier_keys_30s,clipboard_ops_30s,keys_60s,text_keys_60s,backspace_30s,enter_30s,pause_count_30s,pause_total_30s,code_replay
1135122-w005,1,AC,1318.7,895,11.03,0,0,0,0,0,0,1,1,0,0,12,12,0,0,0,0.0,"#include<stdio.h>
#inc    <string.h>

int main(
{
    while(scanf(""%d ,&n !=EOF {
        int x=(n-4 /3;
        int L=x+2;
        int W=2*L;

        v




        char grid[100={2000;

        int row=0; for
        for(int i=12i<=op     ;i++ {
            int col=2*(i-1 ;
            sp     (""\rid[row [col ,%""2d ""i  ;

        for(int r=1;r<=x;r++ {
            int num=mi          +r-1;
            int col=2*(L-r-1 ;
            s      (&g   [r [col ,""%02d ,num ;

        row=x+1;
        v




        }
        int total_rows=x+2;
        for(int r=0;r<t         ;r++ {
        inr int last_char=-1;
            for(int c=W-1;c>=;c-- {
                if(grid[r [c!!='  &&grid[r [c !=0 {
                    la       =c;
                    b    ;


            if(l        >=0 {\
                for(int c=0;c<=l        ;c++ {
                    puchar (&rid [r [c  ;


            p      ('\n  ;


    return 0;"
1145934-w001,0,AC,596.7,116,3.996,1,1,0,0,7,6,40,31,9,0,45,36,0,1,1,2.414,"v











                          2*(   )




                  y+x+1;y<=n;y++ {
            printf(""%.2d ,

    }"
1145934-w002,1,AC,596.7,116,84.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"v











                          2*(   )




                  y+x+1;y<=n;y++ {
            printf(""%.2d ,i ;

    }   printf(""\n  ;"
1145934-w003,1,AC,596.7,116,188.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"v











                          2*(   )




                  y+x+1;y<=n;y++ {
            printf(""%.2d ,i ;

    }   printf(""\n  ;"
1145934-w004,1,AC,596.7,116,17.671,0,0,0,0,0,0,6,6,0,0,19,17,0,1,2,9.409,"v









        printf(""\n  ;
        /*
                          2*(   )




                  y+x+1;y<=n;y++ {
            printf(""%.2d ,i ;

    }   */intf(""\n  ;"
1145934-w005,1,AC,596.7,116,6.429,0,0,0,0,3,3,3,3,0,0,6,5,0,1,0,0.0,"v









        printf(""\n  ;
        /*
                          2*(   )


            }*

        /*        y+x+1;y<=n;y++ {
            printf(""%.2d ,i ;

    }   */intf(""\n  ;"
1359598-w001,1,CE,1669.2,1554,58.976,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,"#include<stdio.h>
#include<string.h>
{
    char a[41 ;
    while(scanf(""%s ,a !=EOF {

        int len=strlen(a ;
        int sign_1=0;
        int count=0;gn_1=1;
"
1359598-w002,0,CE,1669.2,1554,11.062,0,0,0,0,0,0,168,3,165,0,264,30,0,0,1,12.392,"#include<stdio.h>
#include<string.h>
{
    char a[41 ;
    while(scanf(""%s ,a !=EOF {

        int len=strlen(a ;
        int sign_1=0,sign_2=0,sign_3=0,sign_4=0,sign_5=0
        int count=0;gn_1=1;

c       count+=len;
        for(int i=0;i<len;i++ {             c
            if(a[i >'a &&a[i <'z   sign_3=1;
            v        A         Z        4
            if(a[i ==~ ||a[i = ='! ||a[i =='@ ||a[i =='# ||a[i =='$ ||"
1359598-w003,1,CE,1669.2,1554,37.132,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0.0,"#include<stdio.h>
#include<string.h>
{
    char a[41 ;
    while(scanf(""%s ,a !=EOF {

        int len=strlen(a ;
        int sign_1=0,sign_2=0,sign_3=0,sign_4=0,sign_5=0
        int count=0;gn_1=1;

c       count+=len;
        for(int i=0;i<len;i++ {             c
            if(a[i >'a &&a[i <'z   sign_3=1;
            v        A         Z        4
            if(a[i ==~ ||a[i = ='! ||a[i =='@ ||a[i =='# ||a[i =='$ ||a[i =='% ||a[i =='[]||a[i =='] ||a[i =='' ||a[i =='/ ||a[i ='\ ||a[i ='"" ||a[i ='( ||a[i ==')  {
                sign_5=1;


        for(int i=0;i<len-3;i++ {
"
1359598-w004,0,CE,1669.2,1554,1.365,7,7,0,0,14,13,28,25,3,0,106,39,0,0,3,10.344,"#include<stdio.h>
#include<string.h>
{
    char a[41 ;
    while(scanf(""%s ,a !=EOF {
    char b[15 ={'~ ,'! ,'@ ,'# ,'$ ,'% ,'[ ,'] ,'' ,'/ ,'\ ,'( ,')  ;
        int len=strlen(a ;
        int sign_1=0,sign_2=0,sign_3=0,sign_4=0,sign_5=0,sign_6=0
        int count=0;gn_1=1;

c       count+=len;
        for(int i=0;i<len;i++ {             c
            if(a[i >'a &&a[i <'z   sign_3=1;
            v        A         Z        4
            if(a[i ==~ ||a[i = ='! ||a[i =='@ ||a[i =='# ||a[i =='$ ||a[i =='% ||a[i =='[]||a[i =='] ||a[i =='' ||a[i =='/ ||a[i ='\ ||a[i ='"" ||a[i ='( ||a[i ==')  {
            for(int j=0;;c


        for(int i=0;i<len-3;i++ {
            if(a[i -'0 ==[i+1'0    &&a[i+1 -'0 ==a[i+2 -'0   sign_6=1;
            else"
1359598-w005,0,CE,1669.2,1554,0.001,8,8,0,0,11,11,48,35,13,0,64,48,0,1,4,9.979,"#include<stdio.h>
#include<string.h>
{
    char a[41 ;
    while(scanf(""%s ,a !=EOF {
    char b[15 ={'~ ,'! ,'@ ,'# ,'$ ,'% ,'[ ,'] ,'' ,'/ ,'\ ,'( ,')  ;
        int len=strlen(a ;
        int sign_1=0,sign_2=0,sign_3=0,sign_4=0,sign_5=0,sign_6=0
        int count=0;gn_1=1;

c       count+=len;
        for(int i=0;i<len;i++ {             c
            if(a[i >'a &&a[i <'z   sign_3=1;
            v        A         Z        4
            if(a[i ==~ ||a[i = ='! ||a[i =='@ ||a[i =='# ||a[i =='$ ||a[i =='% ||a[i =='[]||a[i =='] ||a[i =='' ||a[i =='/ ||a[i ='\ ||a[i ='"" ||a[i ='( ||a[i ==')  {
            for(int j=0;j<14;i++ {c
                if(a[i ==b[j   sign_5=1;

        for(int i=0;i<len-3;i++ {
            if(a[i -'0 ==[i+1'0    &&a[i+1 -'0 ==a[i+2 -'0   sign_6=1;
            else
               e{f
                vor(int
                    =b[j ;}
                v   }                 }
                    a[i]b[j  ;
                       +1

                sign_6=1;
            c       a[

     c  if(sign_1==1 {
            printf(""0\n  ;con"
1428909-w001,1,AC,328.5,277,30.163,0,0,0,0,0,0,0,0,0,0,64,55,0,0,0,0.0,"






        vector<int> nums(n ;
        for(int i=0;i<n;i++  cin>>nums[i ;


























 v"
1428909-w002,0,AC,328.5,277,0.204,9,7,2,0,15,13,38,34,4,0,58,52,0,0,2,7.048,"






        vector<int> nums(n ;
        for(int i=0;i<n;i++  cin>>nums[i ;
        {
            int a;
            cin>>a;
            nums[i==(a+1u/2[i =a/2;






















 v"
1428909-w003,1,AC,328.5,277,57.094,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0.0,"






        vector<int> nums(n ;
        for(int i=0;i<n;i++  cin>>nums[i ;
        {
            int a;
            cin>>a;
            nums[i==(a+1u/2;i =a/2;






















 v"
1428909-w004,0,AC,328.5,277,20.705,0,0,0,0,0,0,30,25,5,0,77,69,0,3,0,0.0,"






        vector<int> nums(n ;
        for(int i=0;i<n;i++  cin>>nums[i ;
        {
            int a;
            cin>>a;
            nums[i==(a+1u/2;i =a/2;

        sort(nums.begin( ,nums.end(  ;
        int result=0;
        for(int i=0;i<n;i++
        {

















 v"
1428909-w005,0,AC,328.5,277,0.527,8,7,1,0,18,17,22,20,2,0,24,22,0,0,0,0.0,"






        vector<int> nums(n ;
        for(int i=0;i<n;i++  cin>>nums[i ;
        {
            int a;
            cin>>a;
            nums[i==(a+1u/2;i =a/2;

        sort(nums.begin( ,nums.end(  ;
        int result=1;
        for(int i=1;i<n;i++
        {
            if(nums[i -nums[i-1 >1
















 v"
1006107-w001,1,WA,1617.0,282,53.968,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0.0,"#include <stdio.h>
int main(
{
    int n;scanf(""%d ,&n !=EOF
    {

        for(int i=1;i<= ;i++
        {
            for(int j=1;j<i;j++
            {
"
1006107-w002,0,WA,1617.0,282,4.395,1,1,0,0,7,7,23,20,3,0,57,43,0,1,1,9.945,"#include <stdio.h>
int main(
{
    int n;scanf(""%d ,&n !=EOF
    int count=0;

        for(int i=1;i<= /2++
        {
            for(int j=n/2<n;j++
            {
                if
                  ((i+j %i*j==0
                {
                    count++;



        printf(""%d ,count ;"
1006107-w003,1,WA,1617.0,282,39.033,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0.0,"#include <stdio.h>
int main(
{
    int n;scanf(""%d ,&n !=EOF
    int count=0;

        for(int i=1;i<= /2++
        {             =
            for(int j=n/2<n;j++
            {
                if
                  ((i+j %(*+=)0
                {
                    count++;



        printf(""%d\ncount ;"
1006107-w004,1,WA,1617.0,282,4.223,2,1,1,0,2,1,3,2,1,0,3,2,0,0,1,16.848,"#include <stdio.h>
int main(
{
    int n;scanf(""%d ,&n !=EOF
    int count=0;

        for(int i=1;i<= /2++
        {             = /2
            for(int j=n/2<n;j++
            {        =n/2   =
                if
                  ((i+j %(**=)0
                {
                    count++;



        printf(""%d\ncount ;"
1006107-w005,0,WA,1617.0,282,241.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"#include <stdio.h>
int main(
{
    int n;scanf(""%d ,&n !=EOF
    int count=0;

        for(int i=1;i<= /2++
        {             = /2
            for(int j=n/2<n;j++
            {        =n/2   =
                if
                  ((i+* %(**+)0)
                {
                    count++;



        printf(""%d\ncount ;"
1398659-w001,-1,CE,941.8,99,1.083,6,1,5,1,6,1,13,2,11,2,15,3,0,0,2,17.34,"v















































 c"
1398659-w002,-1,CE,941.8,99,104.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"v















































 c"
1398659-w003,-1,CE,941.8,99,115.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"v


















 c




























 c"
1398659-w004,-1,CE,941.8,99,66.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"v


















 c




























 c"
1398659-w005,-1,CE,941.8,99,98.657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"v


















 c




























 c"
